RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||102|1|1||20139113|20139113||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|36||4|1|1||20139132|20139132||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|6||12|1|1||20139142|20139142||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|27||8|1|1||20139144|20139144||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|11||7|1|1||20139145|20139145||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|34||6|1|1||20139146|20139146||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|51534|MODUL BUAH IMPORT BAZAR NASIONAL|1BIB01N0_SD1_AL_NAS51534|2||12|1|1||20139147|20139147||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|51534|MODUL BUAH IMPORT BAZAR NASIONAL|1BIB01N0_SD1_AL_NAS51534|2||13|1|1||20139149|20139149||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|37||6|1|1||20139150|20139150||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|1225|MODUL RAK HADIAH|R08801225|4|HADIAH PERISHABLE|1|1|1||20139151|20139151||1|1|20|0|0.00|0|20|0||||||27/08/2026 06:27:53||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|29||8|1|1||20139154|20139154||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|9||7|1|1||20139165|20139165||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|998||7|1|1||20139172|20139172||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|39||3|1|1||20139173|20139173||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|12||9|1|1||20139188|20139188||1|2|1|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|9690|WALLS FREEZER 400L NAS|1RWS04N0_SD1_AL_NAS09690|1||23|1|1||20139189|20139189||1|1|12|0|0.00|0|12|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|13||4|1|1||20139245|20139245||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|8||7|1|1||20139288|20139288||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|8||8|1|1||20139289|20139289||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|15||3|1|1||20139291|20139291||2|1|3|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|1||4|1|1||20139292|20139292||2|1|12|0|0.00|0|24|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|40||7|1|1||20139295|20139295||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|12||10|1|1||20139297|20139297||1|1|7|0|0.00|0|7|0||||||27/08/2026 06:27:53||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|12||11|1|1||20139299|20139299||1|1|7|0|0.00|0|7|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|40||8|1|1||20139300|20139300||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||346|1|1||20139307|20139307||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||502|1|1||20139308|20139308||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||27|1|1||20139309|20139309||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|61207|RAK BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|3||7|1|1||20139310|20139310||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|42||15|1|1||20139313|20139313||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49383|ADULT DIAPERS 1 RAK DOUBLE ALL SOCIO NASIONAL|1ADP01D0_SD1_AL_NAS49383|2||6|1|1||20139327|20139327||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49383|ADULT DIAPERS 1 RAK DOUBLE ALL SOCIO NASIONAL|1ADP01D0_SD1_AL_NAS49383|2||5|1|1||20139328|20139328||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|6||10|1|1||20139346|20139346||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|10||4|1|1||20139349|20139349||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|19||13|1|1||20139350|20139350||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|49||7|1|1||20139352|20139352||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|1225|MODUL RAK HADIAH|R08801225|1|HADIAH FOOD|12|1|1||20139353|20139353||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|14||19|1|1||20139355|20139355||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|12||1|1|1||20139356|20139356||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|41||7|1|1||20139358|20139358||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|41||2|1|1||20139359|20139359||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|G|81830||SWAEGB81830|3||5|1|1||20139359|20139359|EG|1|1|4|0|0.00|0|0|0|01/07/2026 00:00:00|30/09/2026 00:00:00|0101/IDM/KOMP/KD/EGB/VII/2026|||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|51||12|1|1||20139366|20139366||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49405|TOYS 1 RAK DOUBLE ALL SOCIO NAS|1TOY01D0_SD1_AL_NAS49405|7||2|1|3||20139367|20139367||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|72251|MODUL FLAG TOKO MARKETING|FTKMKT72251|3|INDOMARET MANGKUK CASSEROLE CP3|1|1|1||20139380|20139380||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|72251|MODUL FLAG TOKO MARKETING|FTKMKT72251|3|INDOMARET MANGKUK CASSEROLE CP3|2|1|1||20139381|20139381||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|72251|MODUL FLAG TOKO MARKETING|FTKMKT72251|3|INDOMARET MANGKUK CASSEROLE CP3|3|1|1||20139382|20139382||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|15|ACRULI|2|1|1||20139390|20139390||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|5||1|1|1||20139391|20139391||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|14||3|1|1||20139392|20139392||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|54531|CONFECTIONARY 4 MEJA KASIR ALL SOCIO NASIONAL|1COC04N0_SD1_AL_NAS54531|16||1|1|1||20139393|20139393||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|15||4|1|1||20139394|20139394||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|50960|INDOFOOD ESKRIM FREEZER 200L NASIONAL|1IM201N0_SD1_AL_NAS50960|2||8|1|1||20139396|20139396||1|2|10|0|0.00|0|20|0||||||27/08/2026 06:27:53||||
|R|XXX|A|9685|AICE 400L|1RAE04N0_SD1_AL_NAS09685|1||10|1|1||20139397|20139397||1|15|1|0|0.00|0|15|0||||||27/08/2026 06:27:53||||
|R|XXX|A|27733|PROMOSI PERISHABLE|RPROCL27733|4|WALLS PROMOSI|248|1|1||20139397|20139397||1|30|1|0|0.00|0|30|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|50||4|1|1||20139420|20139420||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|6||6|1|1||20139421|20139421||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||407|1|1||20139425|20139425||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||408|1|1||20139426|20139426||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||409|1|1||20139427|20139427||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||410|1|1||20139428|20139428||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||411|1|1||20139429|20139429||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||412|1|1||20139430|20139430||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|6||5|1|1||20139431|20139431||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||413|1|1||20139432|20139432||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||414|1|1||20139433|20139433||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||415|1|1||20139434|20139434||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||416|1|1||20139435|20139435||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|90912|JAM 1 WING RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1JAM01N0_SD1_AL_JK190912|4||6|1|1||20139437|20139437||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|90912|JAM 1 WING RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1JAM01N0_SD1_AL_JK190912|3||7|1|1||20139438|20139438||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|50||5|1|1||20139439|20139439||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||417|1|1||20139440|20139440||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||418|1|1||20139441|20139441||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25149|MODUL PEMBAYARAN MARKETING|RPROM325149|1||419|1|1||20139442|20139442||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||28|1|1||20139443|20139443||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||29|1|1||20139444|20139444||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||30|1|1||20139445|20139445||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|30||4|1|1||20139446|20139446||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||103|1|1||20139448|20139448||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||104|1|1||20139449|20139449||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|30||1|1|1||20139452|20139452||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|29||5|1|1||20139455|20139455||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||31|1|1||20139456|20139456||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|16||4|1|1||20139457|20139457||1|2|1|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||32|1|1||20139458|20139458||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|9690|WALLS FREEZER 400L NAS|1RWS04N0_SD1_AL_NAS09690|1||22|1|1||20139460|20139460||1|3|4|0|0.00|0|12|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||33|1|1||20139482|20139482||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||34|1|1||20139483|20139483||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||35|1|1||20139484|20139484||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||36|1|1||20139485|20139485||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||37|1|1||20139486|20139486||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||38|1|1||20139487|20139487||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||39|1|1||20139488|20139488||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||40|1|1||20139489|20139489||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||41|1|1||20139490|20139490||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||42|1|1||20139491|20139491||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||43|1|1||20139492|20139492||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||44|1|1||20139493|20139493||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||45|1|1||20139494|20139494||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||46|1|1||20139495|20139495||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||47|1|1||20139496|20139496||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||48|1|1||20139497|20139497||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||49|1|1||20139498|20139498||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||50|1|1||20139499|20139499||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||51|1|1||20139500|20139500||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||52|1|1||20139501|20139501||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||53|1|1||20139502|20139502||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||54|1|1||20139503|20139503||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||55|1|1||20139504|20139504||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||56|1|1||20139505|20139505||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||57|1|1||20139506|20139506||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||58|1|1||20139507|20139507||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||59|1|1||20139508|20139508||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||166|1|1||20139509|20139509||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||105|1|1||20139510|20139510||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|28||15|1|1||20139525|20139525||2|1|1|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|10||7|1|1||20139526|20139526||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|61207|RAK BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|2||4|1|1||20139532|20139532||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|3||11|1|1||20139533|20139533||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|3||10|1|1||20139534|20139534||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|13||2|1|1||20139538|20139538||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|31||9|1|1||20139550|20139550||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:53||||
|R|XXX|A|61207|RAK BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|1||16|1|1||20139555|20139555||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|31433|MODUL AIR GALON|MGALON31433|1|AIR GALON|66|1|1||20139562|20139562||1|1|10|0|0.00|0|10|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||193|1|1||20139573|20139573||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|11||3|1|1||20139576|20139576||2|1|6|0|0.00|0|12|0||||||27/08/2026 06:27:53||||
|R|XXX|G|81812||SWAEGB81812|1||4|1|1||20139576|20139576|EG|2|1|4|0|0.00|0|0|0|01/07/2026 00:00:00|31/12/2026 00:00:00|0082/IDM/KOMP/KD/EGB/VI/2026|||27/08/2026 06:27:53||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|11||1|1|1||20139577|20139577||2|1|6|0|0.00|0|12|0||||||27/08/2026 06:27:53||||
|R|XXX|G|81812||SWAEGB81812|1||3|1|1||20139577|20139577|EG|2|1|4|0|0.00|0|0|0|01/07/2026 00:00:00|31/12/2026 00:00:00|0082/IDM/KOMP/KD/EGB/VI/2026|||27/08/2026 06:27:53||||
